object_id,public_caption,img_title,original_image_url,caption,is_oasc,gcs_url,object_number,is_highlight,is_public_domain,department,object_name,obj_title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
437269,,,http://images.metmuseum.org/CRDImages/ep/original/ep87.24.R.jpg,Overall,TRUE,gs://gcs-public-data--met/437269/0.jpg,87.24,FALSE,TRUE,European Paintings,Painting,"January: Cernay, near Rambouillet",,,,,,Artist,,LÃ©on-Germain Pelouse,"French, Pierrelaye 1838â€“1891 Pierrelaye",,"Pelouse, LÃ©on-Germain",French,1838,1891,,1858,1891,Oil on canvas,35 3/8 x 46 1/4 in. (89.9 x 117.5 cm),"Gift of Mabel Schaus, 1887",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437269,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437279,,,http://images.metmuseum.org/CRDImages/ep/original/ep23.103.3.bw.R.jpg,Overall,TRUE,gs://gcs-public-data--met/437279/0.jpg,23.103.3,FALSE,TRUE,European Paintings,Painting,Market Scene,,,,,,Artist,,August Xaver Karl von Pettenkofen,"Austrian, Vienna 1821â€“1889 Vienna",,"Pettenkofen, August Xaver Karl von",Austrian,1821,1889,,1841,1889,Oil on wood,4 x 8 1/2 in. (10.2 x 21.6 cm),"The John Hobart Warren Bequest, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437279,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54974,,,http://images.metmuseum.org/CRDImages/as/original/29_100_477_O1_sf.jpg,overall,TRUE,gs://gcs-public-data--met/54974/0.jpg,29.100.477,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Meiji period (1868â€“1912),,,,Artist|Artist,Attributed to|In the Style of,Kano Tambi|Li Gonglin,"Japanese, 1840â€“1893|Chinese, ca. 1041â€“1106",,Kano Tambi|Li Gonglin,Japanese|Chinese,1840      |1041,1893      |1106,,1840,1893,Hanging scroll; ink on paper,31 x 15 in. (78.7 x 38.1 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54974,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70427,,,http://images.metmuseum.org/CRDImages/as/original/185632.jpg,,TRUE,gs://gcs-public-data--met/70427/0.jpg,66.131.4,FALSE,TRUE,Asian Art,Strip,,China,Qing dynasty (1644â€“1911),,,,,,,,,,,,,19th century,1800,1899,Indigo;  cotton,47 3/4 x 14 3/4 in. (121.29 x 37.47 cm),"Seymour Fund, 1966",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70427,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51400,,,http://images.metmuseum.org/CRDImages/as/original/DP154433.jpg,,TRUE,gs://gcs-public-data--met/51400/0.jpg,13.100.118,FALSE,TRUE,Asian Art,Fan mounted as an album leaf,,China,Ming (1368â€“1644) or Qing dynasty (1644â€“1911),,,,Artist|Artist,Formerly Attributed to,Yan Wengui|Unidentified Artist,"Chinese, 970â€“1030",,YAN WENGUI|Unidentified Artist,Chinese,970,1030,,1368,1911,Fan mounted as an album leaf; ink and color on silk,9 1/4 x 9 3/8 in. (23.5 x 23.8 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51400,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
49449,,,http://images.metmuseum.org/CRDImages/as/original/DP161400.jpg,,TRUE,gs://gcs-public-data--met/49449/0.jpg,1986.267.21,FALSE,TRUE,Asian Art,Folding fan mounted as an album leaf,æ¸…  å³ç†™è¼‰  èŸ¬æŸ³  æ‰‡é¢|Cicada,China,Qing dynasty (1644â€“1911),,,,Artist,,Wu Xizai,"Chinese, 1799â€“1870",,Wu Xizai,Chinese,1799,1870,dated 1852,1852,1852,Folding fan mounted as an album leaf; ink and color on alum paper,7 1/8 x 20 3/8 in. (18.1 x 51.8 cm),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/49449,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
53912,,,http://images.metmuseum.org/CRDImages/as/original/1999_247_6_d1.jpg,,TRUE,gs://gcs-public-data--met/53912/0.jpg,1999.247.6,FALSE,TRUE,Asian Art,Banner,,Japan,Edo period (1615â€“1868),,,,,,,,,,,,,1827,1827,1827,"Cotton, hemp (?), bamboo, paper",Overall: 338 x 27 1/2 in. (858.5 x 69.9 cm),"Gift of John B. Elliott through the Mercer Trust, 1999",,,,,,,,,,,,Textiles-Painted and Dyed,,http://www.metmuseum.org/art/collection/search/53912,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
73355,,,http://images.metmuseum.org/CRDImages/as/original/2015_300_144_Sig_Burke.jpg,Detail,TRUE,gs://gcs-public-data--met/73355/2.jpg,2015.300.144,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Kaseki,"Japanese, active 18th century",,Kaseki,,1700,1799,,1615,1868,Hanging scroll; ink and color on silk,Image: 14 1/2 in. Ã— 21 in. (36.8 Ã— 53.3 cm) Overall with mounting: 50 Ã— 24 5/8 in. (127 Ã— 62.5 cm) Overall with knobs: 50 Ã— 27 3/16 in. (127 Ã— 69 cm),"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/73355,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
438821,,,http://images.metmuseum.org/CRDImages/ep/original/DT1025.jpg,Overall,TRUE,gs://gcs-public-data--met/438821/0.jpg,51.112.2,TRUE,TRUE,European Paintings,Painting,Ia Orana Maria (Hail Mary),,,,,,Artist,,Paul Gauguin,"French, Paris 1848â€“1903 Atuona, Hiva Oa, Marquesas Islands",,"Gauguin, Paul",French,1848,1903,1891,1891,1891,Oil on canvas,44 3/4 x 34 1/2 in. (113.7 x 87.6 cm),"Bequest of Sam A. Lewisohn, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438821,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437656,,,http://images.metmuseum.org/CRDImages/ep/original/DT1499.jpg,Overall,TRUE,gs://gcs-public-data--met/437656/0.jpg,67.187.102,FALSE,TRUE,European Paintings,Painting,The Gardener,,,,,,Artist,,Georges Seurat,"French, Paris 1859â€“1891 Paris",,"Seurat, Georges",French,1859,1891,1882â€“83,1882,1883,Oil on wood,6 1/4 x 9 3/4 in. (15.9 x 24.8 cm),"Bequest of Miss Adelaide Milton de Groot (1876â€“1967), 1967",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437656,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436149,,,http://images.metmuseum.org/CRDImages/ep/original/DT2156.jpg,Overall,TRUE,gs://gcs-public-data--met/436149/0.jpg,29.100.45,FALSE,TRUE,European Paintings,Painting,"Madame ThÃ©odore Gobillard (Yves Morisot, 1838â€“1893)",,,,,,Artist,,Edgar Degas,"French, Paris 1834â€“1917 Paris",,"Degas, Edgar",French,1834,1917,1869,1869,1869,Oil on canvas,21 3/4 x 25 5/8 in. (55.2 x 65.1 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436149,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
49002,,,http://images.metmuseum.org/CRDImages/as/original/DP341226.jpg,Overall,TRUE,gs://gcs-public-data--met/49002/0.jpg,1975.268.111,FALSE,TRUE,Asian Art,Folding fan,,Japan,Edo period (1615â€“1868),,,,Artist,,Takahashi SÅhei,"Japanese, 1804?â€“?1835",,Takahashi SÅhei,Japanese,1804,1835,19th century,1804,1835,Folding fan; ink on paper,10 3/16 x 16 15/16 in. (25.8 x 43.1 cm),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/49002,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435862,,,http://images.metmuseum.org/CRDImages/ep/original/DP236347.jpg,Overall,TRUE,gs://gcs-public-data--met/435862/0.jpg,15.30.26,FALSE,TRUE,European Paintings,Painting,The Route Nationale at Samer,,,,,,Artist,,Jean-Charles Cazin,"French, Samer 1841â€“1901 Lavandou",,"Cazin, Jean-Charles",French,1841,1901,,1861,1901,Oil on canvas,41 1/2 x 48 1/4 in. (105.4 x 122.6 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435862,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437384,,,http://images.metmuseum.org/CRDImages/ep/original/ep16.95.R.jpg,Overall,TRUE,gs://gcs-public-data--met/437384/0.jpg,16.95,FALSE,TRUE,European Paintings,Painting,SalomÃ©,,,,,,Artist,,Henri Regnault,"French, Paris 1843â€“1871 Buzenval",,"Regnault, Henri",French,1843,1871,1870,1870,1870,Oil on canvas,63 x 40 1/2 in. (160 x 102.9 cm),"Gift of George F. Baker, 1916",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437384,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436774,,,http://images.metmuseum.org/CRDImages/ep/original/ep60.71.10.R.jpg,Overall,TRUE,gs://gcs-public-data--met/436774/0.jpg,60.71.10,FALSE,TRUE,European Paintings,Painting,Springtime,,,,,,Artist,,Charles Jacque,"French, Paris 1813â€“1894 Paris",,"Jacque, Charles",French,1813,1894,,1833,1894,Oil on wood,16 x 11 1/2 in. (40.6 x 29.2 cm),"Bequest of Lillian S. Timken, 1959",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436774,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436876,,,http://images.metmuseum.org/CRDImages/ep/original/ep25.110.46.R.jpg,Overall,TRUE,gs://gcs-public-data--met/436876/0.jpg,25.110.46,FALSE,TRUE,European Paintings,Painting,"Marion Lenbach (1892â€“1947), the Artist's Daughter",,,,,,Artist,,Franz von Lenbach,"German, Schrobenhausen 1836â€“1904 Munich",,"Lenbach, Franz von",German,1836,1904,1900,1900,1900,Oil on canvas,58 7/8 x 41 1/2 in. (149.5 x 105.4 cm),"Bequest of Collis P. Huntington, 1900",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436876,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437813,,,http://images.metmuseum.org/CRDImages/ep/original/DT201333.jpg,Europe (MMA 43.85.19),TRUE,gs://gcs-public-data--met/437813/0.jpg,43.85.19,FALSE,TRUE,European Paintings,"Painting, monochrome overdoor",Europe,,,,,,Artist,,Giovanni Domenico Tiepolo,"Italian, Venice 1727â€“1804 Venice",,"Tiepolo, Giovanni Domenico",Italian,1727,1804,,1747,1804,"Fresco, transferred to canvas",32 1/4 x 42 3/4 in. (81.9 x 108.6 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437813,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
49008,Inscription and seal on right,,http://images.metmuseum.org/CRDImages/as/original/DP221049.jpg,,TRUE,gs://gcs-public-data--met/49008/2.jpg,1975.268.116,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Tsubaki Chinzan,"Japanese, 1801â€“1854",,Tsubaki Chinzan,Japanese,1801,1854,,1801,1854,Hanging scroll; color on paper,Image: 56 7/8 x 14 13/16 in. (144.5 x 37.6 cm) Overall with mounting: 85 1/4 x 24 3/16 in. (216.5 x 61.4 cm),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/49008,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57229,Section 1 of 7,,http://images.metmuseum.org/CRDImages/as/original/DP232251.jpg,,TRUE,gs://gcs-public-data--met/57229/1.jpg,37.119.2,FALSE,TRUE,Asian Art,Handscroll,,Japan,Meiji period (1868â€“1912),,,,Artist,,Kawanabe KyÅsai,"Japanese, 1831â€“1889",,Kawanabe KyÅsai,Japanese,1831,1889,"late 19th century, before 1870",1868,1869,Handscroll; ink on paper,17 ft 3 1/2 in. x 10 3/4 in. (516.9 x 27.3 cm),"Fletcher Fund, 1937",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57229,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
48880,,,http://images.metmuseum.org/CRDImages/as/original/ASA264.jpg,,TRUE,gs://gcs-public-data--met/48880/0.jpg,29.100.1403,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760â€“1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1839,1839,1839,Hanging scroll; ink and color on paper,Image: 11 3/16 Ã— 27 9/16 in. (28.4 Ã— 70 cm) Overall with mounting: 45 3/8 Ã— 30 7/16 in. (115.3 Ã— 77.3 cm) Overall with knobs: 45 3/8 Ã— 30 13/16 in. (115.3 Ã— 78.2 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/48880,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
232207,,,http://images.metmuseum.org/CRDImages/ad/original/SF2007_49_349.jpg,,TRUE,gs://gcs-public-data--met/232207/0.jpg,2007.49.349,FALSE,TRUE,American Decorative Arts,Painting,"Virgin of the Rosary with Christ Child, God the Father and Holy Spirit, Saints and Donor",Mexican,,,,,,,,,,,,,,late 18thâ€“early 19th century,1785,1815,Oil on copper,Overall: 12 1/2 x 8 15/16 in. (31.8 x 22.7 cm),"Bequest of William S. Lieberman, 2005",Made in,,,,Mexico,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/232207,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57247,,,http://images.metmuseum.org/CRDImages/as/original/57_70_2_163281.jpg,,TRUE,gs://gcs-public-data--met/57247/0.jpg,57.70.2,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,,,,,Artist,Attributed to,ChÅbunsai Eishi,"Japanese, 1756â€“1829",,ChÅbunsai Eishi,Japanese,1756,1829,18thâ€“19th century,1756,1829,Hanging scroll; ink and color on paper,36 1/2 x 15 3/4 in. (92.7 x 40 cm),"Gift of Edward M. Bratter, 1957",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57247,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436122,,,http://images.metmuseum.org/CRDImages/ep/original/DT1920.jpg,Overall,TRUE,gs://gcs-public-data--met/436122/0.jpg,29.100.44,FALSE,TRUE,European Paintings,Painting,The Collector of Prints,,,,,,Artist,,Edgar Degas,"French, Paris 1834â€“1917 Paris",,"Degas, Edgar",French,1834,1917,1866,1866,1866,Oil on canvas,20 7/8 x 15 3/4 in. (53 x 40 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436122,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436009,,,http://images.metmuseum.org/CRDImages/ep/original/DP302937.jpg,Overall,TRUE,gs://gcs-public-data--met/436009/0.jpg,22.16.15,FALSE,TRUE,European Paintings,Painting,"A Brook in a Clearing (possibly ""Brook, Valley of Fontcouverte; Study"")",,,,,,Artist,,Gustave Courbet,"French, Ornans 1819â€“1877 La Tour-de-Peilz",,"Courbet, Gustave",French,1819,1877,probably 1862,1862,1862,Oil on canvas,20 3/4 x 25 1/2 in. (52.7 x 64.8 cm),"From the Collection of James Stillman, Gift of Dr. Ernest G. Stillman, 1922",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436009,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437220,,,http://images.metmuseum.org/CRDImages/ep/original/ep15.30.20.R.jpg,Overall,TRUE,gs://gcs-public-data--met/437220/0.jpg,15.30.20,FALSE,TRUE,European Paintings,Painting,A Cavalryman,,,,,,Artist,,Alphonse-Marie-Adolphe de Neuville,"French, Saint-Omer 1835â€“1885 Paris",,"Neuville, Alphonse-Marie-Adolphe de",French,1835,1885,1884,1884,1884,Oil on canvas,18 1/8 x 15 in. (46 x 38.1 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437220,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
55310,"with mounting, rollers and knobs",,http://images.metmuseum.org/CRDImages/as/original/DP260442.jpg,,TRUE,gs://gcs-public-data--met/55310/1.jpg,36.100.24,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,Attributed to,Sakai HÅitsu,"Japanese, 1761â€“1828",,Sakai HÅitsu,Japanese,1761,1828,,1761,1828,Hanging scroll; ink and color on silk,44 1/4 x 16 in. (112.4 x 40.6 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/55310,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
36096,,,http://images.metmuseum.org/CRDImages/as/original/190532.jpg,,TRUE,gs://gcs-public-data--met/36096/0.jpg,68.212.2,FALSE,TRUE,Asian Art,Hanging scroll,,China,Qing dynasty (1644â€“1911),,,,Artist,After,Zheng Xie,"Chinese, 1693â€“1765",,Zheng Xie,Chinese,1693,1765,,1693,1911,Hanging scroll; ink on paper,67 1/8 x 17 15/16 in. (170.5 x 45.6 cm),"The C. C. Wang Family Collection, Gift of C. C. Wang, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36096,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70754,,,http://images.metmuseum.org/CRDImages/as/original/DP14237.jpg,,TRUE,gs://gcs-public-data--met/70754/0.jpg,1982.385.10,FALSE,TRUE,Asian Art,Piece,,Japan,Meiji (1868â€“1912) or TaishÅ (1912â€“26) period,,,,,,,,,,,,,,1868,1926,Indigo-dyed cotton,12 1/4 x 8 in. (31.12 x 20.32 cm),"Gift of Amanda Stinchecum, 1982",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70754,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
38003,,,http://images.metmuseum.org/CRDImages/as/original/DP152342.jpg,,TRUE,gs://gcs-public-data--met/38003/0.jpg,"1977.440.3a, b",FALSE,TRUE,Asian Art,Folio,,India,,,,,,,,,,,,,,ca.1800,1790,1810,Ink and opaque watercolor on paper,5 1/16 x 10 5/8 in. (12.9 x 27 cm),"Gift of Daniel J. Slott, 1977",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/38003,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54673,,,http://images.metmuseum.org/CRDImages/as/original/DP211831.jpg,,TRUE,gs://gcs-public-data--met/54673/0.jpg,14.76.61.43,FALSE,TRUE,Asian Art,Album leaf,,Japan,Meiji period (1868â€“1912),,,,Artist,,Watanabe Seitei,"Japanese, 1851â€“1918",,Watanabe Seitei,Japanese,1851,1918,ca. 1887,1877,1897,Album leaf; ink and color on silk,14 1/4 x 10 3/8 in. (36.2 x 26.4 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54673,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51494,,,http://images.metmuseum.org/CRDImages/as/original/DP166135_CRD.jpg,,TRUE,gs://gcs-public-data--met/51494/0.jpg,13.220.97,FALSE,TRUE,Asian Art,Handscroll,,China,Ming (1368â€“1644) or Qing (1644â€“1911) dynasty,,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1368,1911,Handscroll; ink and color on paper,20 1/4 in. Ã— 31 ft. 3 1/2 in. (51.4 Ã— 953.8 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51494,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51590,,,http://images.metmuseum.org/CRDImages/as/original/DP200562_CRD.jpg,,TRUE,gs://gcs-public-data--met/51590/0.jpg,42.68.2,FALSE,TRUE,Asian Art,Handscroll,,China,Ming (1368â€“1644) or Qing (1644â€“1911) dynasty,,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1368,1911,Handscroll; ink and color on silk,9 3/4 x 101 1/2 in. (24.8 x 257.8 cm),"Gift of Mrs. Edward S. Harkness, 1942",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51590,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51645,,,http://images.metmuseum.org/CRDImages/as/original/DP202126_CRD.jpg,,TRUE,gs://gcs-public-data--met/51645/0.jpg,47.18.14,FALSE,TRUE,Asian Art,Handscroll,,China,Ming (1368â€“1644) or Qing dynasty (1644â€“1911),,,,Artist|Artist,Formerly Attributed to,Unidentified Artist|Fang Congyi,"Chinese, ca. 1301â€“after 1378",,Unidentified Artist|Fang Congyi,Chinese,1301,1399,,1368,1911,Handscroll; ink and color on silk,Overall: 10 1/2 x 106 in. (26.7 x 269.2 cm) Overall with mounting: 11 1/8 in. (28.3 cm),"From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51645,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51530,,,http://images.metmuseum.org/CRDImages/as/original/18_124_8_42656.JPG,,TRUE,gs://gcs-public-data--met/51530/0.JPG,18.124.8,FALSE,TRUE,Asian Art,Hanging scroll,,China,Ming (1368â€“1644) or Qing (1644â€“1911) dynasty,,,,Artist|Calligrapher,,Unidentified Artist|Fang Gang,Chinese,,Unidentified Artist|Fang Gang,Chinese,,,,1368,1911,Hanging scroll; color on paper,23 1/8 x 12 in. (58.7 x 30.5 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51530,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
44566,,,http://images.metmuseum.org/CRDImages/as/original/1988_324_1_mtg.JPG,,TRUE,gs://gcs-public-data--met/44566/1.JPG,1988.324.1,FALSE,TRUE,Asian Art,Hanging scroll,"æ¸…  ä»»é ¤  æ¾é¶´åœ–  è»¸|Cranes, Pine Tree, and Lichen",China,Qing dynasty (1644â€“1911),,,,Artist,,Ren Yi (Ren Bonian),"Chinese, 1840â€“1896",,Ren Yi (Ren Bonian),Chinese,1840,1896,dated 1885,1800,1940,Hanging scroll; ink and color on paper,Image: 57 3/4 x 14 3/4 in. (146.7 x 37.5 cm) Overall with mounting: 95 1/4 x 21 5/8 in. (241.9 x 54.9 cm) Overall with knobs: 95 1/4 x 23 3/4 in. (241.9 x 60.3 cm),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1988",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/44566,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57261,,,http://images.metmuseum.org/CRDImages/as/original/56_121_11_162301.jpg,,TRUE,gs://gcs-public-data--met/57261/0.jpg,56.121.11,FALSE,TRUE,Asian Art,Drawing,,Japan,Edo period (1615â€“1868),,,,Artist,Attributed to,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760â€“1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18thâ€“19th century,1760,1849,Ink on paper,9 7/8 x 7 7/16 in. (25.1 x 18.9 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57261,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436947,,,http://images.metmuseum.org/CRDImages/ep/original/DT45.jpg,Overall,TRUE,gs://gcs-public-data--met/436947/0.jpg,29.100.115,TRUE,TRUE,European Paintings,Painting,Boating,,,,,,Artist,,Ã‰douard Manet,"French, Paris 1832â€“1883 Paris",,"Manet, Ã‰douard",French,1832,1883,1874,1874,1874,Oil on canvas,38 1/4 x 51 1/4 in. (97.2 x 130.2 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436947,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437307,,,http://images.metmuseum.org/CRDImages/ep/original/DT1866.jpg,Overall,TRUE,gs://gcs-public-data--met/437307/0.jpg,67.187.93,FALSE,TRUE,European Paintings,Painting,"Poplars, Ã‰ragny",,,,,,Artist,,Camille Pissarro,"French, Charlotte Amalie, Saint Thomas 1830â€“1903 Paris",,"Pissarro, Camille",French,1830,1903,1895,1895,1895,Oil on canvas,36 1/2 x 25 1/2 in. (92.7 x 64.8 cm),"Bequest of Miss Adelaide Milton de Groot (1876â€“1967), 1967",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437307,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437096,,,http://images.metmuseum.org/CRDImages/ep/original/DT1984.jpg,Overall,TRUE,gs://gcs-public-data--met/437096/0.jpg,15.30.24,FALSE,TRUE,European Paintings,Painting,Garden Scene,,,,,,Artist,,Jean-FranÃ§ois Millet,"French, Gruchy 1814â€“1875 Barbizon",,"Millet, Jean-FranÃ§ois",French,1814,1875,1854,1854,1854,Oil on canvas,6 3/4 x 8 3/8 in. (17.1 x 21.3 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437096,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
