object_id,public_caption,img_title,original_image_url,caption,is_oasc,gcs_url,object_number,is_highlight,is_public_domain,department,object_name,obj_title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
70092,,,http://images.metmuseum.org/CRDImages/as/original/115722.jpg,,TRUE,gs://gcs-public-data--met/70092/0.jpg,54.105.1,FALSE,TRUE,Asian Art,Square,,Japan,,,,,,,,,,,,,,20th century,1900,1999,Silk,29 1/2 x 27 in. (74.93 x 68.58 cm),"Rogers Fund, 1954",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70092,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
504223,,,http://images.metmuseum.org/CRDImages/mi/original/234947.jpg,,TRUE,gs://gcs-public-data--met/504223/0.jpg,Inst.1983.4.2,FALSE,TRUE,Musical Instruments,Portrait of the Daughter(?) of Emilius Nicolai Scherr,Portrait of the Daughter(?) of Emilius Nicolai Scherr,American,,,,,,,,,,,,,,ca. 1863,1863,1863,Watercolor (miniature),Overall: 11 x 8.5cm (4 5/16 x 3 3/8in.),"Gift of Mildred Pierce, 1983",,,,,United States,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/504223,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51501,,,http://images.metmuseum.org/CRDImages/as/original/DP154414.jpg,,TRUE,gs://gcs-public-data--met/51501/0.jpg,13.220.99h,FALSE,TRUE,Asian Art,Album leaf,,China,Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1644,1911,Album leaf; ink and color on silk,9 1/2 x 11 1/2 in. (24.1 x 29.2 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51501,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51851,,,http://images.metmuseum.org/CRDImages/as/original/DP156923.jpg,,TRUE,gs://gcs-public-data--met/51851/2.jpg,62.103,FALSE,TRUE,Asian Art,Album,,China,Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,"Chinese, 19th century",Unidentified Artist,,,,19th century,1800,1899,Album of twelve leaves; ink and color on pith paper,Image (album): 8 3/4 Ã— 13 1/4 in. (22.2 Ã— 33.7 cm) Overall (album): 9 3/4 Ã— 14 5/8 Ã— 1/2 in. (24.8 Ã— 37.1 Ã— 1.3 cm),"Gift of Mrs. Mary E. Cornell, 1962",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51851,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
75165,,,http://images.metmuseum.org/CRDImages/as/original/DP205588.jpg,,TRUE,gs://gcs-public-data--met/75165/0.jpg,52.160.6k,FALSE,TRUE,Asian Art,Fan mounted as an album leaf,,Japan,Meiji period (1868â€“1912),,,,Artist,,Shibata Zeshin,"Japanese, 1807â€“1891",,Shibata Zeshin,Japanese,1807,1891,late 19th century,1867,1891,Fan painting mounted as album leaf; tempera on paper,Overall: 13 x 23 5/8 in. (33 x 60 cm) Image: 7 1/2 x 20 1/2 in. (19.1 x 52.1 cm),"Purchase, Gifts, Bequests, and Funds from various donors, by exchange, 1952",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75165,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54703,,,http://images.metmuseum.org/CRDImages/as/original/DP211848.jpg,,TRUE,gs://gcs-public-data--met/54703/0.jpg,14.76.61.60,FALSE,TRUE,Asian Art,Album leaf,,Japan,Meiji period (1868â€“1912),,,,Artist,,Watanabe Seitei,"Japanese, 1851â€“1918",,Watanabe Seitei,Japanese,1851,1918,ca. 1887,1877,1897,Album leaf; ink and color on silk,14 x 10 3/4 in. (35.6 x 27.3 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54703,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
53424,,,http://images.metmuseum.org/CRDImages/as/original/DP-12232-081.jpg,,TRUE,gs://gcs-public-data--met/53424/1.jpg,2015.300.95,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Suzuki Kiitsu,"Japanese, 1796â€“1858",,Suzuki Kiitsu,,1796,1858,ca. 1805,1720,1920,Hanging scroll; ink and color on silk,Image: 39 7/8 Ã— 12 15/16 in. (101.3 Ã— 32.8 cm) Overall with mounting: 77 3/16 Ã— 18 3/8 in. (196 Ã— 46.6 cm) Overall with knobs: 77 3/16 Ã— 20 9/16 in. (196 Ã— 52.2 cm),"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53424,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51701,,,http://images.metmuseum.org/CRDImages/as/original/DP202455_CRD.jpg,,TRUE,gs://gcs-public-data--met/51701/0.jpg,47.18.89,FALSE,TRUE,Asian Art,Handscroll,,China,Qing dynasty (1644â€“1911),,,,Artist|Artist,After,Unidentified Artist|Xia Gui,"Chinese, active ca. 1195â€“1230",,Unidentified Artist|Xia Gui,Chinese,1195,1230,,1644,1911,Handscroll; ink on silk,14 3/8 x 69 3/4 in. (36.5 x 177.2 cm),"From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51701,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436449,,,http://images.metmuseum.org/CRDImages/ep/original/DT1952.jpg,Overall,TRUE,gs://gcs-public-data--met/436449/0.jpg,1993.400.3,FALSE,TRUE,European Paintings,Painting,The Siesta,,,,,,Artist,,Paul Gauguin,"French, Paris 1848â€“1903 Atuona, Hiva Oa, Marquesas Islands",,"Gauguin, Paul",French,1848,1903,ca. 1892â€“94,1892,1894,Oil on canvas,35 x 45 3/4 in. (88.9 x 116.2 cm),"The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1993, Bequest of Walter H. Annenberg, 2002",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436449,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436407,,,http://images.metmuseum.org/CRDImages/ep/original/ep48.187.735.bw.R.jpg,Overall,TRUE,gs://gcs-public-data--met/436407/0.jpg,48.187.735,FALSE,TRUE,European Paintings,Painting,Portrait of a Man in a Blue Coat,,,,,,Artist,,French Painter,early 19th century,,French Painter,French,,,,1800,1829,Oil on canvas,24 1/4 x 19 5/8 in. (61.5 x 49.8 cm),"Bequest of Catherine D. Wentworth, 1948",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436407,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
78056,with mounting,,http://images.metmuseum.org/CRDImages/as/original/DP700740.jpg,overall,TRUE,gs://gcs-public-data--met/78056/1.jpg,2015.500.9.19,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Calligrapher|Artist,,Kameda BÅsai|Sakai HÅitsu,"Japanese, 1752â€“1826|Japanese, 1761â€“1828",,Kameda BÅsai|Sakai HÅitsu,,1752      |1761,1826      |1828,ca. 1821,1821,1821,Hanging scroll; ink on paper,Image: 44 3/8 Ã— 14 3/4 in. (112.7 Ã— 37.5 cm) Overall with mounting: 68 1/4 Ã— 14 3/4 in. (173.4 Ã— 37.5 cm) Overall with knobs: 16 7/8 in. (42.9 cm),"Gift of Florence and Herbert Irving, 2015",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/78056,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51405,,,http://images.metmuseum.org/CRDImages/as/original/DP154538.jpg,,TRUE,gs://gcs-public-data--met/51405/0.jpg,13.100.128,FALSE,TRUE,Asian Art,Fan mounted as an album leaf,,China,Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1644,1911,Fan mounted as an album leaf; ink and color on silk,10 1/2 x 9 3/8 in. (26.7 x 23.8 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51405,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54184,,,http://images.metmuseum.org/CRDImages/as/original/DP156134.jpg,,TRUE,gs://gcs-public-data--met/54184/0.jpg,2001.747,FALSE,TRUE,Asian Art,Painting,,"Western India, Rajasthan, Kota",,,,,,,,,,,,,,ca. 1825,1815,1835,Ink and opaque watercolor on cloth,9 7/8 x 7 3/4 in. (25.1 x 19.7 cm),"Friends of Asian Art, Purchase, Mr. and Mrs. Andrew Saul Gift, by exchange, 2001",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54184,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
36155,,,http://images.metmuseum.org/CRDImages/as/original/DP161193.jpg,,TRUE,gs://gcs-public-data--met/36155/0.jpg,1986.267.16,FALSE,TRUE,Asian Art,Album leaf,æ¸…  ç¨‹åº­é·º  å±±æ°´  å†Šé |Landscape,China,Qing dynasty (1644â€“1911),,,,Artist,,Cheng Tinglu,"Chinese, 1796â€“1858",,Cheng Tinglu,Chinese,1796,1858,dated 1827,1827,1827,Album leaf; ink and color on paper,9 3/4 x 13 1/2 in. (24.8 x 34.3 cm),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36155,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54646,,,http://images.metmuseum.org/CRDImages/as/original/DP211828.jpg,,TRUE,gs://gcs-public-data--met/54646/0.jpg,14.76.61.40,FALSE,TRUE,Asian Art,Album leaf,,Japan,Meiji period (1868â€“1912),,,,Artist,,Hashimoto GahÅ,"Japanese, 1835â€“1908",,Hashimoto GahÅ,Japanese,1835,1908,ca. 1885â€“89,1885,1889,Album leaf; ink and color on silk,Image: 14 1/4 Ã— 10 1/2 in. (36.2 Ã— 26.7 cm) Mat: 22 7/8 Ã— 15 1/2 in. (58.1 Ã— 39.4 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54646,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
44625,,,http://images.metmuseum.org/CRDImages/as/original/1991_116_O1_sf.jpg,,TRUE,gs://gcs-public-data--met/44625/1.jpg,1991.116,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Gessen,1721â€“1809,,Gessen,Japanese,1721,1809,,1721,1809,Hanging scroll; ink and color on silk,41 9/16 x 14 1/4 in. (105.5 x 36.2 cm),"Gift of Akiko Kobayashi Bowers, 1991",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/44625,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51422,,,http://images.metmuseum.org/CRDImages/as/original/13_220_10_19809.jpg,,TRUE,gs://gcs-public-data--met/51422/0.jpg,13.220.10,FALSE,TRUE,Asian Art,Hanging scroll,,China,Qing dynasty (1644â€“1911),,,,,,,,,,,,,,1644,1911,Hanging scroll; ink and color on silk,61 1/2 x 33 3/4 in. (156.2 x 85.7 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51422,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57241,,,http://images.metmuseum.org/CRDImages/as/original/38_106_2_115886.jpg,,TRUE,gs://gcs-public-data--met/57241/0.jpg,38.106.2,FALSE,TRUE,Asian Art,Painting,,Japan,Edo period (1615â€“1868),,,,Artist,,Hokusai School,,,Hokusai School,,,,19th century,1800,1868,Unmounted painting; ink on paper,10 1/2 x 14 1/2 in. (26.7 x 36.8 cm),"Fletcher Fund, 1938",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57241,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435879,,,http://images.metmuseum.org/CRDImages/ep/original/DT1492.jpg,Overall,TRUE,gs://gcs-public-data--met/435879/0.jpg,61.101.5,FALSE,TRUE,European Paintings,Painting,The Pool at the Jas de Bouffan,,,,,,Artist,,Paul CÃ©zanne,"French, Aix-en-Provence 1839â€“1906 Aix-en-Provence",,"CÃ©zanne, Paul",French,1839,1906,late 1880s,1886,1889,Oil on canvas,25 1/2 x 31 7/8 in. (64.8 x 81 cm),"Bequest of Stephen C. Clark, 1960",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435879,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435831,,,http://images.metmuseum.org/CRDImages/ep/original/DT2149.jpg,Overall,TRUE,gs://gcs-public-data--met/435831/0.jpg,94.24.1,FALSE,TRUE,European Paintings,Painting,The Birth of Venus,,,,,,Artist,,Alexandre Cabanel,"French, Montpellier 1823â€“1889 Paris",,"Cabanel, Alexandre",French,1823,1889,1875,1875,1875,Oil on canvas,41 3/4 x 71 7/8 in. (106 x 182.6 cm),"Gift of John Wolfe, 1893",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435831,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436531,,,http://images.metmuseum.org/CRDImages/ep/original/DT2163.jpg,Overall,TRUE,gs://gcs-public-data--met/436531/0.jpg,1984.393,FALSE,TRUE,European Paintings,Painting,Peasant Woman Cooking by a Fireplace,,,,,,Artist,,Vincent van Gogh,"Dutch, Zundert 1853â€“1890 Auvers-sur-Oise",,"Gogh, Vincent van",Dutch,1853,1890,1885,1885,1885,Oil on canvas,17 3/8 x 15 in. (44.1 x 38.1 cm),"Gift of Mr. and Mrs. Mortimer Hays, 1984",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436531,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435649,,,http://images.metmuseum.org/CRDImages/ep/original/DT2818.jpg,Overall,TRUE,gs://gcs-public-data--met/435649/0.jpg,59.185,FALSE,TRUE,European Paintings,Painting,Judith,,,,,,Artist,,Benjamin-Constant (Jean-Joseph-Benjamin Constant),"French, Paris 1845â€“1902 Paris",,Benjamin-Constant (Jean-Joseph-Benjamin Constant),French,1845,1902,possibly ca. 1886,1883,1889,Oil on canvas,47 1/2 x 31 1/2 in. (120.7 x 80 cm),"Gift of J. E. Gombos, 1959",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435649,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
440888,,,http://images.metmuseum.org/CRDImages/ep/original/DP231820.jpg,Overall,TRUE,gs://gcs-public-data--met/440888/0.jpg,2010.279,FALSE,TRUE,European Paintings,Painting,Window,,,,,,Artist,,Anton Dieffenbach,"German, Wiesbaden 1831â€“1904 Hohwald",,"Dieffenbach, Anton",German,1831,1904,1856,1856,1856,"Oil on paper, laid down on canvas",14 3/8 x 9 7/8 in. (36.5 x 25.1 cm),"Purchase, Gifts of Mr. and Mrs. Charles Zadok and William Schaus and Bequest of Mary Jane Dastich, by exchange, 2010",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/440888,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436027,,,http://images.metmuseum.org/CRDImages/ep/original/ep29.100.123.bw.R.jpg,Overall,TRUE,gs://gcs-public-data--met/436027/0.jpg,29.100.123,FALSE,TRUE,European Paintings,Painting,Apples,,,,,,Artist,Style of,Gustave Courbet,"French, second half 19th century",,"Courbet, Gustave",French,1819,1877,,1850,1899,Oil on canvas,13 x 17 3/8 in. (33 x 44.1 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436027,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
440726,,,http://images.metmuseum.org/CRDImages/ep/original/DP232136.jpg,overall,TRUE,gs://gcs-public-data--met/440726/0.jpg,2009.64,FALSE,TRUE,European Paintings,Painting,The Artist's Sitting Room in Ritterstrasse,,,,,,Artist,,Adolph Menzel,"German, Breslau 1815â€“1905 Berlin",,"Menzel, Adolph",German,1815,1905,1851,1851,1851,Oil on cardboard,12 5/8 x 10 5/8 in. (32.1 x 27 cm),"Purchase, Nineteenth-Century, Modern and Contemporary Funds, Leonora Brenauer Bequest, in memory of her father, Joseph B. Brenauer, Catharine Lorillard Wolfe Collection, Wolfe Fund, and Paul L. and Marlene A. Herring and John D. Herring Gift, 2009",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/440726,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51547,,,http://images.metmuseum.org/CRDImages/as/original/53380.jpg,,TRUE,gs://gcs-public-data--met/51547/0.jpg,23.142.2,FALSE,TRUE,Asian Art,Hanging scroll,,China,Ming (1368â€“1644) or Qing (1644â€“1911) dynasty,,,,Artist|Artist,Formerly Attributed to,Unidentified Artist|Zhao Gan,Chinese,,Unidentified Artist|Zhao Gan,Chinese,,,,1368,1911,Hanging scroll; on silk,67 3/4 x 40 in. (172.1 x 101.6 cm),"Fletcher Fund, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51547,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
12950,,,http://images.metmuseum.org/CRDImages/ad/original/181610.jpg,,TRUE,gs://gcs-public-data--met/12950/0.jpg,64.309.5,FALSE,TRUE,American Decorative Arts,Painting,"Mr. Clark of Chester, New York",,,,,,,,,,,,,,,ca. 1840,1837,1840,Oil on glass,15 1/4 x 10 1/8 in. (38.7 x 25.7 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12950,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70349,,,http://images.metmuseum.org/CRDImages/as/original/175626.jpg,,TRUE,gs://gcs-public-data--met/70349/0.jpg,62.159.1,FALSE,TRUE,Asian Art,Strip,,Japan,,,,,,,,,,,,,,first half 20th century,1900,1949,Cotton,13 1/2 x 37 1/2 in. (34.29 x 95.25 cm),"Gift of Sidney Cardozo, 1962",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70349,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
488126,,,http://images.metmuseum.org/CRDImages/ma/original/DT2949.jpg,,TRUE,gs://gcs-public-data--met/488126/0.jpg,43.47.10,FALSE,TRUE,Modern and Contemporary Art,Painting,"""One Third of a Nation""",,,,,,Artist,,O. Louis Guglielmi,"American (born Egypt) Cairo 1906â€“1956 Amagansett, New York",,"Guglielmi, O Louis",American,1906,1956,1939,1939,1939,Oil and tempera on wood,30 x 24 in. (76.2 x 61 cm),"Gift of New York City W. P. A., 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/488126,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
53573,,,http://images.metmuseum.org/CRDImages/as/original/DP154516.jpg,,TRUE,gs://gcs-public-data--met/53573/0.jpg,46.63.2,FALSE,TRUE,Asian Art,Album leaf,,China,Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1644,1911,Album leaf; color on silk,4 5/8 x 14 3/4 in. (11.7 x 37.5 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53573,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
49472,,,http://images.metmuseum.org/CRDImages/as/original/DP161445.jpg,,TRUE,gs://gcs-public-data--met/49472/0.jpg,1986.267.74,FALSE,TRUE,Asian Art,Folding fan mounted as an album leaf,æ¸…  å³å¤§æ¾‚  å±±æ°´  æ‰‡é¢|Fragrant Mountains,China,Qing dynasty (1644â€“1911),,,,Artist,,Wu Dacheng,"Chinese, 1835â€“1902",,Wu Dacheng,Chinese,1835,1902,,1835,1902,Folding fan mounted as an album leaf; ink on alum paper,6 7/8 x 20 7/8 in. (17.5 x 53 cm),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/49472,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54623,,,http://images.metmuseum.org/CRDImages/as/original/DP211797.jpg,,TRUE,gs://gcs-public-data--met/54623/0.jpg,14.76.61.17,FALSE,TRUE,Asian Art,Album leaf,,Japan,Meiji period (1868â€“1912),,,,Artist,,Kawanabe KyÅsai,"Japanese, 1831â€“1889",,Kawanabe KyÅsai,Japanese,1831,1889,ca. 1887,1877,1897,Album leaf; ink and color on silk,14 1/4 x 10 7/8 in. (36.2 x 27.6 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54623,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
48987,,,http://images.metmuseum.org/CRDImages/as/original/08_148_3_O.jpg,,TRUE,gs://gcs-public-data--met/48987/0.jpg,08.148.3,FALSE,TRUE,Asian Art,Painting,,Japan,Edo period (1615â€“1868),,,,Artist,,Ogata KÅrin,"Japanese, 1658â€“1716",,KÅrin,Japanese,1658,1716,19th century,1800,1899,Matted painting; ink and color on paper,39 7/16 x 14 3/16 in. (100.2 x 36 cm),"Gift of Francis Lathrop, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/48987,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
38062,,,http://images.metmuseum.org/CRDImages/as/original/1971_197_O3.jpg,,TRUE,gs://gcs-public-data--met/38062/0.jpg,1971.197,FALSE,TRUE,Asian Art,Tangka,,Tibet,,,,,,,,,,,,,,20th century,1900,1999,Ink and color on paper,53 1/4 x 28 1/2 in. (135.3 x 72.4 cm),"Gift of the Chogyal and the Gyalmo of Sikkim, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/38062,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57262,,,http://images.metmuseum.org/CRDImages/as/original/56_121_12_162302.jpg,,TRUE,gs://gcs-public-data--met/57262/0.jpg,56.121.12,FALSE,TRUE,Asian Art,Drawing,,Japan,Edo period (1615â€“1868),,,,Artist,Attributed to,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760â€“1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18thâ€“19th century,1760,1849,Ink on paper,11 3/8 x 8 3/8 in. (28.9 x 21.3 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57262,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
44710,,,http://images.metmuseum.org/CRDImages/as/original/1993_51_2_sec01.jpg,detail,TRUE,gs://gcs-public-data--met/44710/0.jpg,1993.51.2,FALSE,TRUE,Asian Art,Textile for a handscroll,,China,Qing dynasty (1644â€“1911),,,,,,,,,,,,,"dated October 9, 1862",1862,1862,Ink and color on silk,13 x 153 1/4 in. (33 x 389.3cm),"Bequest of Elizabeth Hamm Glass, 1991",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/44710,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51519,,,http://images.metmuseum.org/CRDImages/as/original/DP159127.jpg,leaf a,TRUE,gs://gcs-public-data--met/51519/0.jpg,13.220.131aâ€“j,FALSE,TRUE,Asian Art,Album,,China,Qing dynasty (1644â€“1911),,,,Artist|Artist,After,Song Xu|Unidentified Artist,"Chinese, 1525â€“after 1606",,Song Xu|Unidentified Artist,Chinese,1525,1610,,1644,1911,Album of ten leaves; ink and color on silk,Each painting: 11 1/4 x 11 1/2 in. (28.6 x 29.2 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51519,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436226,,,http://images.metmuseum.org/CRDImages/ep/original/256657.jpg,Overall,TRUE,gs://gcs-public-data--met/436226/0.jpg,92.10.42,FALSE,TRUE,European Paintings,Painting,"Homeward Bound: ""The Great Eastern""",,,,,,Artist,,Robert Charles Dudley,"British, 1826â€“1909",,"Dudley, Robert Charles",British,1826,1909,ca. 1866,1861,1871,Oil on canvas,44 3/4 x 67 1/4 in. (113.7 x 170.8 cm),"Gift of Cyrus W. Field, 1892",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436226,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437303,,,http://images.metmuseum.org/CRDImages/ep/original/DT1857.jpg,Overall,TRUE,gs://gcs-public-data--met/437303/0.jpg,56.184.1,FALSE,TRUE,European Paintings,Painting,"Washerwoman, Study",,,,,,Artist,,Camille Pissarro,"French, Charlotte Amalie, Saint Thomas 1830â€“1903 Paris",,"Pissarro, Camille",French,1830,1903,1880,1880,1880,Oil on canvas,28 3/4 x 23 1/4 in. (73 x 59.1 cm),"Gift of Mr. and Mrs. Nate B. Spingold, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437303,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437658,,,http://images.metmuseum.org/CRDImages/ep/original/DP259921.jpg,Overall,TRUE,gs://gcs-public-data--met/437658/0.jpg,51.112.6,FALSE,TRUE,European Paintings,Painting,"Study for ""A Sunday on La Grande Jatte""",,,,,,Artist,,Georges Seurat,"French, Paris 1859â€“1891 Paris",,"Seurat, Georges",French,1859,1891,1884,1884,1884,Oil on canvas,27 3/4 x 41 in. (70.5 x 104.1 cm),"Bequest of Sam A. Lewisohn, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437658,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437043,,,http://images.metmuseum.org/CRDImages/ep/original/ep1985.88.bw.R.jpg,Overall,TRUE,gs://gcs-public-data--met/437043/0.jpg,1985.88,FALSE,TRUE,European Paintings,Painting,A Shepherdess and Her Flock,,,,,,Artist,,Anton Mauve,"Dutch, Zaandam 1838â€“1888 Arnhem",,"Mauve, Anton",Dutch,1838,1888,,1858,1888,Oil on canvas,17 7/8 x 25 1/4 in. (45.4 x 64.1 cm),"Gift of Cole J. Younger, 1985",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437043,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
